epoch,step,test_iou_class_0,test_iou_class_1,test_iou_class_2,test_iou_class_3,test_iou_class_4,test_loss,test_mean_iou,train_iou_class_0_epoch,train_iou_class_0_step,train_iou_class_1_epoch,train_iou_class_1_step,train_iou_class_2_epoch,train_iou_class_2_step,train_iou_class_3_epoch,train_iou_class_3_step,train_iou_class_4_epoch,train_iou_class_4_step,train_loss_epoch,train_loss_step,train_mean_iou_epoch,train_mean_iou_step,val_iou_class_0,val_iou_class_1,val_iou_class_2,val_iou_class_3,val_iou_class_4,val_loss,val_mean_iou
0,23,,,,,,,,,,,,,,,,,,,,,,0.8935931324958801,0.0,0.0,0.0,0.0,0.8080320954322815,0.17871861159801483
0,23,,,,,,,,0.8214364647865295,,0.024966349825263023,,0.12548613548278809,,0.0005655820132233202,,0.003866651328280568,,0.8489330410957336,,0.19526425004005432,,,,,,,,
1,47,,,,,,,,,,,,,,,,,,,,,,0.8954424858093262,0.005560455843806267,0.02861340530216694,0.0,0.0025544429663568735,0.918875515460968,0.18643417954444885
1,47,,,,,,,,0.8782762885093689,,0.13263486325740814,,0.2833971679210663,,0.0,,0.18222282826900482,,0.5541754961013794,,0.2953062355518341,,,,,,,,
2,49,,,,,,,,,0.8693975806236267,,0.037413015961647034,,0.3066319227218628,,0.0,,0.23187115788459778,,0.5597420930862427,,0.2890627384185791,,,,,,,
2,71,,,,,,,,,,,,,,,,,,,,,,0.8869430422782898,0.04464861378073692,0.1991768479347229,0.0,0.273843914270401,1.1619309186935425,0.2809225022792816
2,71,,,,,,,,0.8780823945999146,,0.16105462610721588,,0.26127898693084717,,0.0,,0.18939997255802155,,0.5175542831420898,,0.2979632318019867,,,,,,,,
3,95,,,,,,,,,,,,,,,,,,,,,,0.8991478681564331,0.0621570348739624,0.08210108429193497,0.0,0.3239220380783081,0.8584133982658386,0.273465633392334
3,95,,,,,,,,0.8886690735816956,,0.2005349099636078,,0.3054426312446594,,0.0,,0.19672046601772308,,0.4810252785682678,,0.3182734549045563,,,,,,,,
4,99,,,,,,,,,0.9330142736434937,,0.13157126307487488,,0.257443368434906,,0.0,,0.3957323431968689,,0.4085431694984436,,0.34355226159095764,,,,,,,
4,119,,,,,,,,,,,,,,,,,,,,,,0.9009000658988953,0.07003232836723328,0.07561731338500977,0.0,0.48174503445625305,0.8871495723724365,0.3056589365005493
4,119,,,,,,,,0.9058029055595398,,0.19105178117752075,,0.2675127387046814,,0.0,,0.4340612292289734,,0.4475003480911255,,0.3596857488155365,,,,,,,,
5,143,,,,,,,,,,,,,,,,,,,,,,0.9147531986236572,0.11634279787540436,0.18844720721244812,0.0,0.4661090672016144,0.6987204551696777,0.33713042736053467
5,143,,,,,,,,0.9071805477142334,,0.23304153978824615,,0.27344703674316406,,0.0,,0.41060030460357666,,0.4194774031639099,,0.3648538589477539,,,,,,,,
6,149,,,,,,,,,0.8879221081733704,,0.36942219734191895,,0.28630122542381287,,0.0,,0.5395627617835999,,0.4997198283672333,,0.4166416823863983,,,,,,,
6,167,,,,,,,,,,,,,,,,,,,,,,0.8828465938568115,0.11465904116630554,0.18342134356498718,4.487659316509962e-05,0.450478196144104,0.7018782496452332,0.3262900114059448
6,167,,,,,,,,0.9011937975883484,,0.26240119338035583,,0.2869490385055542,,0.0,,0.5176069736480713,,0.43066778779029846,,0.3936302661895752,,,,,,,,
7,191,,,,,,,,,,,,,,,,,,,,,,0.9103381633758545,0.07338573783636093,0.12891900539398193,0.0,0.42630308866500854,1.3434067964553833,0.3077892065048218
7,191,,,,,,,,0.9182562232017517,,0.27177152037620544,,0.3191128671169281,,0.0,,0.4603429138660431,,0.3955985903739929,,0.3938966393470764,,,,,,,,
8,199,,,,,,,,,0.8650867938995361,,0.41742685437202454,,0.07562404125928879,,0.0,,0.3691655099391937,,0.3758818209171295,,0.3454606235027313,,,,,,,
8,215,,,,,,,,,,,,,,,,,,,,,,0.9091207981109619,0.15376818180084229,0.22929073870182037,0.0,0.29708385467529297,0.7344768047332764,0.3178527057170868
8,215,,,,,,,,0.8984938263893127,,0.3083151876926422,,0.3128564953804016,,0.0,,0.39708057045936584,,0.420152872800827,,0.38334921002388,,,,,,,,
9,239,,,,,,,,,,,,,,,,,,,,,,0.9163792729377747,0.20040272176265717,0.2697380483150482,0.0,0.5773630738258362,0.6722466945648193,0.39277660846710205
9,239,,,,,,,,0.9033911824226379,,0.2970138192176819,,0.35357314348220825,,0.0,,0.6209436058998108,,0.38761666417121887,,0.43498438596725464,,,,,,,,
10,249,,,,,,,,,0.8965770602226257,,0.14703112840652466,,0.4648215174674988,,0.0,,0.2863042652606964,,0.34689322113990784,,0.3589468002319336,,,,,,,
10,263,,,,,,,,,,,,,,,,,,,,,,0.6246431469917297,0.12175280600786209,0.25950300693511963,1.3069759916106705e-05,0.13146817684173584,1.030580997467041,0.22747601568698883
10,263,,,,,,,,0.9043015837669373,,0.277319997549057,,0.30822116136550903,,0.0,,0.534199595451355,,0.4186389148235321,,0.4048084616661072,,,,,,,,
11,287,,,,,,,,,,,,,,,,,,,,,,0.9189513325691223,0.11256712675094604,0.24706749618053436,0.00030062085716053843,0.7637302279472351,0.8238849639892578,0.4085233211517334
11,287,,,,,,,,0.9023526906967163,,0.28073951601982117,,0.35480502247810364,,0.0,,0.5113400220870972,,0.39737802743911743,,0.4098473787307739,,,,,,,,
12,299,,,,,,,,,0.9248812198638916,,0.2339334338903427,,0.43970179557800293,,0.0,,0.6998451352119446,,0.35222700238227844,,0.45967230200767517,,,,,,,
12,311,,,,,,,,,,,,,,,,,,,,,,0.6893180012702942,0.21419107913970947,0.4022831618785858,0.0175747312605381,0.11990160495042801,0.9839146733283997,0.28865373134613037
12,311,,,,,,,,0.9148552417755127,,0.31717222929000854,,0.40507277846336365,,0.036669645458459854,,0.6136685013771057,,0.3517276644706726,,0.45748770236968994,,,,,,,,
13,335,,,,,,,,,,,,,,,,,,,,,,0.866507887840271,0.23910532891750336,0.3424033224582672,0.0194918904453516,0.26693543791770935,0.637296199798584,0.34688878059387207
13,335,,,,,,,,0.9043944478034973,,0.3220619559288025,,0.4187833070755005,,0.0747179388999939,,0.5308085680007935,,0.3632846176624298,,0.45015326142311096,,,,,,,,
14,349,,,,,,,,,0.9227830767631531,,0.49134278297424316,,0.3013349175453186,,0.1767955869436264,,0.2791615128517151,,0.29016461968421936,,0.434283584356308,,,,,,,
14,359,,,,,,,,,,,,,,,,,,,,,,0.7913802266120911,0.1936933845281601,0.3610105514526367,0.026745805516839027,0.21487639844417572,0.7545834183692932,0.3175412714481354
14,359,,,,,,,,0.916200578212738,,0.3569330871105194,,0.38676661252975464,,0.0347881093621254,,0.5304412245750427,,0.3261009156703949,,0.4450259506702423,,,,,,,,
