epoch,step,test_iou_class_0,test_iou_class_1,test_iou_class_2,test_iou_class_3,test_iou_class_4,test_loss,test_mean_iou,train_iou_class_0_epoch,train_iou_class_0_step,train_iou_class_1_epoch,train_iou_class_1_step,train_iou_class_2_epoch,train_iou_class_2_step,train_iou_class_3_epoch,train_iou_class_3_step,train_iou_class_4_epoch,train_iou_class_4_step,train_loss_epoch,train_loss_step,train_mean_iou_epoch,train_mean_iou_step,val_iou_class_0,val_iou_class_1,val_iou_class_2,val_iou_class_3,val_iou_class_4,val_loss,val_mean_iou
0,23,,,,,,,,,,,,,,,,,,,,,,0.0007361462921835482,0.0,0.04948702082037926,0.010235399007797241,0.0,1.5605577230453491,0.012091713957488537
0,23,,,,,,,,0.07239916175603867,,0.024487923830747604,,0.07526307553052902,,0.0022429311648011208,,0.18730193376541138,,1.3897567987442017,,0.0723390057682991,,,,,,,,
1,47,,,,,,,,,,,,,,,,,,,,,,0.406997412443161,0.022446734830737114,0.1255355030298233,0.0019081586506217718,0.23561067879199982,1.0895289182662964,0.15849970281124115
1,47,,,,,,,,0.3646351397037506,,0.04174449294805527,,0.09986328333616257,,0.003690477926284075,,0.16065455973148346,,1.0996233224868774,,0.13411758840084076,,,,,,,,
2,49,,,,,,,,,0.5302796959877014,,0.05136929452419281,,0.14555981755256653,,0.00599908921867609,,0.3024720549583435,,0.9229298830032349,,0.20713599026203156,,,,,,,
2,71,,,,,,,,,,,,,,,,,,,,,,0.1221761703491211,0.016322648152709007,0.03256157413125038,0.010910768061876297,0.06524787098169327,5.3773908615112305,0.0494438037276268
2,71,,,,,,,,0.5143369436264038,,0.05301068350672722,,0.14580173790454865,,0.0071942866779863834,,0.2252005934715271,,0.934951901435852,,0.18910884857177734,,,,,,,,
3,95,,,,,,,,,,,,,,,,,,,,,,0.5886032581329346,0.01922011375427246,0.05412781238555908,0.00462828716263175,0.2116190791130066,2.5821897983551025,0.17563973367214203
3,95,,,,,,,,0.49221286177635193,,0.057014305144548416,,0.16796575486660004,,0.0068099903874099255,,0.23692430555820465,,0.8772071599960327,,0.1921854466199875,,,,,,,,
4,99,,,,,,,,,0.5352509617805481,,0.06024699658155441,,0.1702500432729721,,0.0006836957763880491,,0.30967095494270325,,0.8611046671867371,,0.21522055566310883,,,,,,,
4,119,,,,,,,,,,,,,,,,,,,,,,0.1174902617931366,0.012102111242711544,0.10369113087654114,0.002427716739475727,0.16666947305202484,5.113913059234619,0.08047613501548767
4,119,,,,,,,,0.5079736113548279,,0.055299896746873856,,0.1332695335149765,,0.00837169960141182,,0.16308771073818207,,0.9295322895050049,,0.1736004799604416,,,,,,,,
5,143,,,,,,,,,,,,,,,,,,,,,,0.2636333107948303,0.015058368444442749,0.07737861573696136,0.020855508744716644,0.2624148726463318,3.081028938293457,0.1278681457042694
5,143,,,,,,,,0.4999598562717438,,0.05475820228457451,,0.17197354137897491,,0.011426620185375214,,0.21249587833881378,,0.9152141213417053,,0.1901228129863739,,,,,,,,
6,149,,,,,,,,,0.5942723751068115,,0.04297485575079918,,0.2354678362607956,,0.004518539644777775,,0.2046235054731369,,0.8522404432296753,,0.21637141704559326,,,,,,,
6,167,,,,,,,,,,,,,,,,,,,,,,0.5781174302101135,0.029932556673884392,0.142690509557724,0.00397776672616601,0.24835123121738434,1.4510287046432495,0.20061388611793518
6,167,,,,,,,,0.599014163017273,,0.05660727620124817,,0.1597306877374649,,0.009423954412341118,,0.26339441537857056,,0.8714670538902283,,0.21763408184051514,,,,,,,,
7,191,,,,,,,,,,,,,,,,,,,,,,0.5763823390007019,0.03761843219399452,0.12976235151290894,0.005809859838336706,0.2225189507007599,1.7832515239715576,0.19441838562488556
7,191,,,,,,,,0.5522375106811523,,0.07498926669359207,,0.18263500928878784,,0.010125884786248207,,0.23645099997520447,,0.8061239123344421,,0.2112877517938614,,,,,,,,
8,199,,,,,,,,,0.5226626992225647,,0.0783468708395958,,0.1260998696088791,,0.0075944168493151665,,0.4394216239452362,,0.748988151550293,,0.23482508957386017,,,,,,,
8,215,,,,,,,,,,,,,,,,,,,,,,0.7002773284912109,0.03790481388568878,0.12749694287776947,0.011187359690666199,0.3840380012989044,2.1347150802612305,0.25218087434768677
8,215,,,,,,,,0.5164252519607544,,0.06390749663114548,,0.19607804715633392,,0.010812034830451012,,0.2745085656642914,,0.8040534257888794,,0.21234627068042755,,,,,,,,
9,239,,,,,,,,,,,,,,,,,,,,,,0.21327340602874756,0.01592479646205902,0.13606972992420197,0.010070323944091797,0.13337191939353943,1.1825112104415894,0.10174203664064407
9,239,,,,,,,,0.5927720665931702,,0.08482792228460312,,0.20753231644630432,,0.009476970881223679,,0.2821258306503296,,0.8378532528877258,,0.23534704744815826,,,,,,,,
10,249,,,,,,,,,0.6885989308357239,,0.09843945503234863,,0.5402469635009766,,0.005638747941702604,,0.6612443923950195,,0.7227827310562134,,0.398833692073822,,,,,,,
10,263,,,,,,,,,,,,,,,,,,,,,,0.6266623139381409,0.04480115696787834,0.12893372774124146,0.01010831631720066,0.32858705520629883,1.2135835886001587,0.22781850397586823
10,263,,,,,,,,0.6275933980941772,,0.0824207067489624,,0.23046189546585083,,0.010836411267518997,,0.3389427065849304,,0.7601789832115173,,0.2580510079860687,,,,,,,,
11,287,,,,,,,,,,,,,,,,,,,,,,0.6266640424728394,0.04490639641880989,0.15694981813430786,0.007121749687939882,0.28447166085243225,1.0768905878067017,0.2240227460861206
11,287,,,,,,,,0.5770997405052185,,0.0758918970823288,,0.17973458766937256,,0.010166702792048454,,0.32253217697143555,,0.7716526389122009,,0.2330850064754486,,,,,,,,
12,299,,,,,,,,,0.5642865896224976,,0.08849190175533295,,0.08329828828573227,,0.009711525402963161,,0.17763198912143707,,0.6560909748077393,,0.18468406796455383,,,,,,,
12,311,,,,,,,,,,,,,,,,,,,,,,0.569719135761261,0.07614577561616898,0.15093494951725006,0.013867195695638657,0.2022065371274948,1.0374946594238281,0.2025747150182724
12,311,,,,,,,,0.6300250291824341,,0.10584498196840286,,0.18777236342430115,,0.014103615656495094,,0.35434597730636597,,0.7099372148513794,,0.25841838121414185,,,,,,,,
13,335,,,,,,,,,,,,,,,,,,,,,,0.604859471321106,0.026615183800458908,0.07227256149053574,0.011089564301073551,0.24329599738121033,3.3607497215270996,0.19162654876708984
13,335,,,,,,,,0.6393651962280273,,0.09510929137468338,,0.20175309479236603,,0.010373913682997227,,0.3529520034790039,,0.7525362968444824,,0.2599106729030609,,,,,,,,
14,349,,,,,,,,,0.6403648257255554,,0.012084851041436195,,0.1933237463235855,,0.002558870008215308,,0.57741379737854,,0.7967500686645508,,0.2851492464542389,,,,,,,
14,359,,,,,,,,,,,,,,,,,,,,,,0.6238771677017212,0.1376926302909851,0.14817839860916138,0.006092263385653496,0.20424215495586395,1.5052881240844727,0.22401651740074158
14,359,,,,,,,,0.5828766822814941,,0.08023285120725632,,0.19061510264873505,,0.014982901513576508,,0.26504889130592346,,0.7562580108642578,,0.22675134241580963,,,,,,,,
15,383,,,,,,,,,,,,,,,,,,,,,,0.6665199398994446,0.07577388733625412,0.11364389955997467,0.008557352237403393,0.27904754877090454,1.5195648670196533,0.22870855033397675
15,383,,,,,,,,0.6372854709625244,,0.11024145036935806,,0.20216280221939087,,0.01186387613415718,,0.3439481556415558,,0.6643584370613098,,0.2611003518104553,,,,,,,,
16,399,,,,,,,,,0.641573429107666,,0.0436277836561203,,0.13641411066055298,,0.033893246203660965,,0.6968398690223694,,0.38592422008514404,,0.31046968698501587,,,,,,,
16,407,,,,,,,,,,,,,,,,,,,,,,0.690969705581665,0.09210287034511566,0.1433928906917572,0.003629871644079685,0.6088240742683411,1.1550098657608032,0.30778390169143677
16,407,,,,,,,,0.6555577516555786,,0.11015097051858902,,0.16544686257839203,,0.012367511168122292,,0.4741927981376648,,0.6683607697486877,,0.283543199300766,,,,,,,,
17,431,,,,,,,,,,,,,,,,,,,,,,0.7208472490310669,0.08166316151618958,0.15317432582378387,0.01799832284450531,0.35363176465034485,1.291507363319397,0.2654629647731781
17,431,,,,,,,,0.6556587815284729,,0.1009872630238533,,0.23923403024673462,,0.015473120845854282,,0.322305828332901,,0.687210202217102,,0.2667318284511566,,,,,,,,
18,449,,,,,,,,,0.6474490761756897,,0.056269992142915726,,0.251419335603714,,0.005452071316540241,,0.30535489320755005,,0.9493178129196167,,0.2531890869140625,,,,,,,
18,455,,,,,,,,,,,,,,,,,,,,,,0.4209871292114258,0.071388840675354,0.15681114792823792,0.005125212483108044,0.13995598256587982,1.0266990661621094,0.1588536649942398
18,455,,,,,,,,0.6360499262809753,,0.11072293668985367,,0.1727302372455597,,0.01667044498026371,,0.3927307426929474,,0.6631330847740173,,0.26578083634376526,,,,,,,,
19,479,,,,,,,,,,,,,,,,,,,,,,0.4996870458126068,0.0516120046377182,0.16483250260353088,0.00411125086247921,0.17307740449905396,1.0004602670669556,0.17866402864456177
19,479,,,,,,,,0.6127563118934631,,0.0872417762875557,,0.19979692995548248,,0.009963502176105976,,0.41048046946525574,,0.655391275882721,,0.2640478014945984,,,,,,,,
20,499,,,,,,,,,0.7028195261955261,,0.050158221274614334,,0.35352689027786255,,0.02852000668644905,,0.34086108207702637,,0.4891648292541504,,0.2951771914958954,,,,,,,
20,503,,,,,,,,,,,,,,,,,,,,,,0.4768310487270355,0.033164624124765396,0.17721466720104218,0.023370327427983284,0.1704345941543579,1.0137077569961548,0.17620305716991425
20,503,,,,,,,,0.6785991787910461,,0.10946260392665863,,0.21428529918193817,,0.014125033281743526,,0.5024925470352173,,0.621083676815033,,0.30379289388656616,,,,,,,,
21,527,,,,,,,,,,,,,,,,,,,,,,0.552704930305481,0.07283496856689453,0.15050290524959564,0.014978373423218727,0.15735794603824615,1.2402079105377197,0.18967580795288086
21,527,,,,,,,,0.6802896857261658,,0.10086148232221603,,0.23338031768798828,,0.017725447192788124,,0.4171413779258728,,0.6610561609268188,,0.2898796498775482,,,,,,,,
22,549,,,,,,,,,0.7268454432487488,,0.056029170751571655,,0.2176835536956787,,0.004574786406010389,,0.7503770589828491,,0.5907775163650513,,0.35110199451446533,,,,,,,
22,551,,,,,,,,,,,,,,,,,,,,,,0.7524198293685913,0.06555147469043732,0.17015402019023895,0.010277087800204754,0.41261231899261475,0.9607262015342712,0.28220295906066895
22,551,,,,,,,,0.6688879728317261,,0.146979421377182,,0.20866650342941284,,0.01584215648472309,,0.43509554862976074,,0.6007757782936096,,0.2950943410396576,,,,,,,,
23,575,,,,,,,,,,,,,,,,,,,,,,0.4363406300544739,0.05122773349285126,0.14355424046516418,0.015620829537510872,0.14090795814990997,1.2026447057724,0.1575302928686142
23,575,,,,,,,,0.7219281792640686,,0.1030292809009552,,0.2598947584629059,,0.017275357618927956,,0.5283109545707703,,0.600429892539978,,0.32608774304389954,,,,,,,,
24,599,,,,,,,,,0.6559631824493408,,0.10464553534984589,,0.03169108182191849,,0.008884630165994167,,0.15948648750782013,,0.6272673606872559,,0.19213418662548065,,,,,,,
24,599,,,,,,,,,,,,,,,,,,,,,,0.4590226113796234,0.028970619663596153,0.17409613728523254,0.027166469022631645,0.222611665725708,0.9325423240661621,0.18237349390983582
24,599,,,,,,,,0.6757384538650513,,0.09801290929317474,,0.1817375272512436,,0.013991538435220718,,0.4365732669830322,,0.7069085240364075,,0.2812107503414154,,,,,,,,
25,623,,,,,,,,,,,,,,,,,,,,,,0.6576338410377502,0.041436854749917984,0.18325167894363403,0.018673526123166084,0.5015833377838135,0.7847217321395874,0.2805158793926239
25,623,,,,,,,,0.7149868011474609,,0.10442972183227539,,0.2191193401813507,,0.03244103491306305,,0.5568132400512695,,0.5411875247955322,,0.32555800676345825,,,,,,,,
26,647,,,,,,,,,,,,,,,,,,,,,,0.5515833497047424,0.03581034019589424,0.1546126753091812,0.011957301758229733,0.27486395835876465,1.035292625427246,0.2057655155658722
26,647,,,,,,,,0.6755304932594299,,0.12330945581197739,,0.19105270504951477,,0.015279986895620823,,0.4702446758747101,,0.5974154472351074,,0.2950834631919861,,,,,,,,
27,649,,,,,,,,,0.7518081665039062,,0.05024834722280502,,0.22706840932369232,,0.010733425617218018,,0.37842658162117004,,1.1320894956588745,,0.2836569845676422,,,,,,,
27,671,,,,,,,,,,,,,,,,,,,,,,0.3541361689567566,0.10245657712221146,0.20290645956993103,0.003131247591227293,0.1050112247467041,1.370792031288147,0.1535283476114273
27,671,,,,,,,,0.7140162587165833,,0.12795299291610718,,0.2071717381477356,,0.014923102222383022,,0.4710388779640198,,0.6557623147964478,,0.3070206046104431,,,,,,,,
28,695,,,,,,,,,,,,,,,,,,,,,,0.4069937765598297,0.031788598746061325,0.20118197798728943,0.009659266099333763,0.13722814619541168,1.067545771598816,0.15737035870552063
28,695,,,,,,,,0.6736642122268677,,0.12774653732776642,,0.2202443778514862,,0.015597410500049591,,0.38429102301597595,,0.6230252385139465,,0.28430870175361633,,,,,,,,
29,699,,,,,,,,,0.6541679501533508,,0.09625522047281265,,0.135084331035614,,0.015932006761431694,,0.17058032751083374,,0.8133838772773743,,0.21440397202968597,,,,,,,
29,719,,,,,,,,,,,,,,,,,,,,,,0.5179164409637451,0.054191749542951584,0.17515450716018677,0.012032421305775642,0.18290281295776367,0.9011345505714417,0.18843959271907806
29,719,,,,,,,,0.7210382223129272,,0.13121479749679565,,0.23194000124931335,,0.023112822324037552,,0.468535453081131,,0.5634803175926208,,0.31516823172569275,,,,,,,,
30,743,,,,,,,,,,,,,,,,,,,,,,0.38736990094184875,0.049835097044706345,0.19975276291370392,0.010616805404424667,0.1221764013171196,0.966988742351532,0.15395018458366394
30,743,,,,,,,,0.7244393825531006,,0.14203664660453796,,0.2681565582752228,,0.027602331712841988,,0.4788213074207306,,0.5429055094718933,,0.32821124792099,,,,,,,,
31,749,,,,,,,,,0.6768405437469482,,0.07548604160547256,,0.26478683948516846,,0.05753937363624573,,0.6096981763839722,,0.31464144587516785,,0.3368701934814453,,,,,,,
31,767,,,,,,,,,,,,,,,,,,,,,,0.5195361375808716,0.09600958228111267,0.21285958588123322,0.009644785895943642,0.14306829869747162,0.8915369510650635,0.1962236613035202
31,767,,,,,,,,0.7168251872062683,,0.1359797567129135,,0.2321929633617401,,0.026104094460606575,,0.47564002871513367,,0.5983021855354309,,0.3173484206199646,,,,,,,,
32,791,,,,,,,,,,,,,,,,,,,,,,0.5887893438339233,0.0473841167986393,0.24281588196754456,0.016193561255931854,0.1890450119972229,0.8281716704368591,0.2168455719947815
32,791,,,,,,,,0.7341315746307373,,0.12623873353004456,,0.26907050609588623,,0.033307772129774094,,0.4169265031814575,,0.5610070824623108,,0.31593504548072815,,,,,,,,
33,799,,,,,,,,,0.7069684267044067,,0.09359268844127655,,0.3174259662628174,,0.011919018812477589,,0.21086309850215912,,0.6169730424880981,,0.2681538462638855,,,,,,,
33,815,,,,,,,,,,,,,,,,,,,,,,0.546775221824646,0.05214328318834305,0.1459498554468155,0.015399869531393051,0.15743961930274963,0.942313551902771,0.18354158103466034
33,815,,,,,,,,0.6949366331100464,,0.10312739759683609,,0.2650547921657562,,0.0255354642868042,,0.36729732155799866,,0.6202399730682373,,0.2911902964115143,,,,,,,,
34,839,,,,,,,,,,,,,,,,,,,,,,0.5073716640472412,0.048353161662817,0.21391735970973969,0.008574250154197216,0.20878846943378448,0.8248957395553589,0.19740097224712372
34,839,,,,,,,,0.7191745042800903,,0.16086721420288086,,0.26962974667549133,,0.017170079052448273,,0.3893602788448334,,0.5577844977378845,,0.31124037504196167,,,,,,,,
35,849,,,,,,,,,0.6455861330032349,,0.028112690895795822,,0.21550603210926056,,0.018215704709291458,,0.45012742280960083,,0.8919650316238403,,0.2715096175670624,,,,,,,
35,863,,,,,,,,,,,,,,,,,,,,,,0.5678761005401611,0.046199195086956024,0.22662514448165894,0.011374506168067455,0.16446053981781006,0.9299017190933228,0.20330709218978882
35,863,,,,,,,,0.6983873248100281,,0.09380189329385757,,0.23654456436634064,,0.022972164675593376,,0.5088688731193542,,0.6041590571403503,,0.31211501359939575,,,,,,,,
36,887,,,,,,,,,,,,,,,,,,,,,,0.42953845858573914,0.042422279715538025,0.19590789079666138,0.02359418384730816,0.13757891952991486,1.0659399032592773,0.16580834984779358
36,887,,,,,,,,0.702627956867218,,0.1446327269077301,,0.2703539729118347,,0.029829122126102448,,0.35930779576301575,,0.5376941561698914,,0.30135032534599304,,,,,,,,
37,899,,,,,,,,,0.7476435303688049,,0.05217301473021507,,0.35475897789001465,,0.004596213344484568,,0.47515687346458435,,0.8501648306846619,,0.3268657326698303,,,,,,,
37,911,,,,,,,,,,,,,,,,,,,,,,0.7444823980331421,0.05564126372337341,0.004165352787822485,0.011672565713524818,0.16800041496753693,5.592208385467529,0.19679240882396698
37,911,,,,,,,,0.7511950135231018,,0.10225075483322144,,0.27244246006011963,,0.020901687443256378,,0.5606956481933594,,0.5585570931434631,,0.34149715304374695,,,,,,,,
38,935,,,,,,,,,,,,,,,,,,,,,,0.5851569771766663,0.050631120800971985,0.19295063614845276,0.011639531701803207,0.23233114182949066,0.8397881984710693,0.21454188227653503
38,935,,,,,,,,0.6791857481002808,,0.10526461899280548,,0.234770730137825,,0.03282977268099785,,0.4195047914981842,,0.6211299896240234,,0.29431113600730896,,,,,,,,
39,949,,,,,,,,,0.7567710876464844,,0.0883069708943367,,0.45731523633003235,,0.015604143962264061,,0.3159242272377014,,1.1009912490844727,,0.3267843425273895,,,,,,,
39,959,,,,,,,,,,,,,,,,,,,,,,0.43523988127708435,0.03746366500854492,0.14425446093082428,0.008722232654690742,0.24751482903957367,0.8047814965248108,0.1746390014886856
39,959,,,,,,,,0.7205062508583069,,0.09252218902111053,,0.28065094351768494,,0.024811241775751114,,0.4614996016025543,,0.6333762407302856,,0.31599804759025574,,,,,,,,
40,983,,,,,,,,,,,,,,,,,,,,,,0.461740106344223,0.04053736478090286,0.20440515875816345,0.021331926807761192,0.14948917925357819,0.8149445056915283,0.175500750541687
40,983,,,,,,,,0.6953338980674744,,0.12128407508134842,,0.20477132499217987,,0.03923039138317108,,0.41180628538131714,,0.5520475506782532,,0.2944851517677307,,,,,,,,
41,999,,,,,,,,,0.7406456470489502,,0.1212005764245987,,0.27215102314949036,,0.022374602034687996,,0.5075669884681702,,0.7313838601112366,,0.33278775215148926,,,,,,,
41,1007,,,,,,,,,,,,,,,,,,,,,,0.5951994061470032,0.037547338753938675,0.17987430095672607,0.011606628075242043,0.4174248278141022,0.7091165781021118,0.2483305037021637
41,1007,,,,,,,,0.7499696016311646,,0.12066198885440826,,0.28670182824134827,,0.02523793838918209,,0.5410001277923584,,0.5713594555854797,,0.34471437335014343,,,,,,,,
42,1031,,,,,,,,,,,,,,,,,,,,,,0.5097472667694092,0.08733823150396347,0.1924150139093399,0.008139288052916527,0.16680383682250977,0.7653636932373047,0.19288872182369232
42,1031,,,,,,,,0.6908107995986938,,0.11808336526155472,,0.2644001543521881,,0.022769028320908546,,0.42973631620407104,,0.5630059838294983,,0.30515986680984497,,,,,,,,
43,1049,,,,,,,,,0.7507066130638123,,0.19492118060588837,,0.32343828678131104,,0.01596645452082157,,0.6063989996910095,,0.5076854825019836,,0.37828630208969116,,,,,,,
43,1055,,,,,,,,,,,,,,,,,,,,,,0.6302980780601501,0.040116216987371445,0.196196511387825,0.02289191260933876,0.46177932620048523,0.7376493811607361,0.270256370306015
43,1055,,,,,,,,0.7025195956230164,,0.13528551161289215,,0.24253714084625244,,0.022776827216148376,,0.4402095377445221,,0.5391184687614441,,0.3086657226085663,,,,,,,,
44,1079,,,,,,,,,,,,,,,,,,,,,,0.4258006811141968,0.045684490352869034,0.22301223874092102,0.0066118366084992886,0.1330527812242508,1.1290920972824097,0.16683241724967957
44,1079,,,,,,,,0.7376250624656677,,0.11533157527446747,,0.23944905400276184,,0.02888554520905018,,0.4323403537273407,,0.5950707197189331,,0.3107263743877411,,,,,,,,
45,1099,,,,,,,,,0.7449290752410889,,0.0888860672712326,,0.2393949329853058,,0.056399788707494736,,0.12829770147800446,,0.5525376200675964,,0.2515815198421478,,,,,,,
45,1103,,,,,,,,,,,,,,,,,,,,,,0.5916808843612671,0.06444625556468964,0.1770937442779541,0.02650543861091137,0.2103869467973709,0.7731647491455078,0.2140226513147354
45,1103,,,,,,,,0.7814944982528687,,0.14585162699222565,,0.295368492603302,,0.029693756252527237,,0.4980388283729553,,0.535908043384552,,0.3500893712043762,,,,,,,,
46,1127,,,,,,,,,,,,,,,,,,,,,,0.732928991317749,0.07074961811304092,0.19789111614227295,0.02113388106226921,0.6662958860397339,0.6345729827880859,0.33779990673065186
46,1127,,,,,,,,0.7246547937393188,,0.14388318359851837,,0.2700051963329315,,0.02805301547050476,,0.5748582482337952,,0.47786131501197815,,0.34829089045524597,,,,,,,,
47,1149,,,,,,,,,0.7379676103591919,,0.04040995240211487,,0.20382952690124512,,0.019701633602380753,,0.7180051207542419,,0.47613823413848877,,0.3439827561378479,,,,,,,
47,1151,,,,,,,,,,,,,,,,,,,,,,0.729449450969696,0.1214647963643074,0.25308188796043396,0.017218325287103653,0.33136773109436035,0.607157289981842,0.2905164361000061
47,1151,,,,,,,,0.7207383513450623,,0.12184073776006699,,0.256475567817688,,0.020922869443893433,,0.5121064186096191,,0.5330479741096497,,0.32641685009002686,,,,,,,,
48,1175,,,,,,,,,,,,,,,,,,,,,,0.7309507131576538,0.1038345992565155,0.23282234370708466,0.015457965433597565,0.3874320387840271,0.6245907545089722,0.2940995395183563
48,1175,,,,,,,,0.731049656867981,,0.1349746286869049,,0.2405289113521576,,0.02768673188984394,,0.47038301825523376,,0.5022227764129639,,0.3209245800971985,,,,,,,,
49,1199,,,,,,,,,0.818953812122345,,0.028861403465270996,,0.6021531224250793,,0.01883399859070778,,0.5363304615020752,,0.5864954590797424,,0.40102654695510864,,,,,,,
49,1199,,,,,,,,,,,,,,,,,,,,,,0.5987415909767151,0.07191712409257889,0.23729878664016724,0.005477522034198046,0.22830884158611298,0.8389291167259216,0.22834879159927368
49,1199,,,,,,,,0.7413818836212158,,0.15208615362644196,,0.2641398012638092,,0.032234400510787964,,0.5046641826629639,,0.5139651298522949,,0.3389012813568115,,,,,,,,
50,1223,,,,,,,,,,,,,,,,,,,,,,0.6396238803863525,0.08188449591398239,0.24340052902698517,0.01397521048784256,0.24866867065429688,0.6902160048484802,0.24551056325435638
50,1223,,,,,,,,0.742297887802124,,0.1202239841222763,,0.2646905183792114,,0.036338768899440765,,0.525315523147583,,0.47410446405410767,,0.33777332305908203,,,,,,,,
51,1247,,,,,,,,,,,,,,,,,,,,,,0.5766767859458923,0.08557040244340897,0.2192760705947876,0.015139744617044926,0.16688311100006104,0.9073333740234375,0.2127092182636261
